LabVIEW Measurement	
Writer_Version	2
Reader_Version	2
Separator	Tab
Decimal_Separator	.
Multi_Headings	Yes
X_Columns	One
Time_Pref	Absolute
Operator	Microsoft
Date	2023/11/24
Time	16:46:27.6817073822021484375
***End_of_Header***	
	
Channels	1	
Samples	100000	
Date	2023/11/24	
Time	16:46:27.6817073822021484375	
X_Dimension	Time	
X0	0.0000000000000000E+0	
Delta_X	1.000000	
***End_of_Header***		
X_Value	Untitled	Comment
8632.000000	0.299234
8633.000000	0.297623
8634.000000	0.294402
8635.000000	0.290537
8636.000000	0.289249
8637.000000	0.283934
8638.000000	0.282646
8639.000000	0.279264
8640.000000	0.276526
8641.000000	0.273144
8642.000000	0.272500
8643.000000	0.268957
8644.000000	0.265736
8645.000000	0.264931
8646.000000	0.262354
8647.000000	0.258811
8648.000000	0.256395
8649.000000	0.255268
8650.000000	0.250275
8651.000000	0.248343
8652.000000	0.244961
8653.000000	0.242706
8654.000000	0.239324
8655.000000	0.236425
8656.000000	0.232399
8657.000000	0.230144
8658.000000	0.229339
8659.000000	0.226279
8660.000000	0.223380
8661.000000	0.220643
8662.000000	0.218549
8663.000000	0.215489
8664.000000	0.212912
8665.000000	0.210980
8666.000000	0.207437
8667.000000	0.203894
8668.000000	0.201317
8669.000000	0.199545
8670.000000	0.194392
8671.000000	0.191332
8672.000000	0.189400
8673.000000	0.186018
8674.000000	0.184246
8675.000000	0.182636
8676.000000	0.180381
8677.000000	0.178287
8678.000000	0.172973
8679.000000	0.171684
8680.000000	0.171040
8681.000000	0.165887
8682.000000	0.163149
8683.000000	0.159284
8684.000000	0.157190
8685.000000	0.153486
8686.000000	0.152681
8687.000000	0.148816
8688.000000	0.145112
8689.000000	0.143340
8690.000000	0.139797
8691.000000	0.138187
8692.000000	0.136737
8693.000000	0.133194
8694.000000	0.130778
8695.000000	0.128202
8696.000000	0.124176
8697.000000	0.120471
8698.000000	0.116767
8699.000000	0.114835
8700.000000	0.112902
8701.000000	0.110325
8702.000000	0.106782
8703.000000	0.103723
8704.000000	0.100663
8705.000000	0.098408
8706.000000	0.095509
8707.000000	0.091966
8708.000000	0.090034
8709.000000	0.088745
8710.000000	0.085363
8711.000000	0.082625
8712.000000	0.077633
8713.000000	0.076184
8714.000000	0.073124
8715.000000	0.071352
8716.000000	0.067970
8717.000000	0.063783
8718.000000	0.060884
8719.000000	0.058468
8720.000000	0.054764
8721.000000	0.053154
8722.000000	0.050255
8723.000000	0.047517
8724.000000	0.045746
8725.000000	0.042364
8726.000000	0.039143
8727.000000	0.035278
8728.000000	0.032379
8729.000000	0.032218
8730.000000	0.027708
8731.000000	0.023682
8732.000000	0.020622
8733.000000	0.017079
8734.000000	0.015147
8735.000000	0.014342
8736.000000	0.010154
8737.000000	0.007255
8738.000000	0.004518
8739.000000	8.344949E-6
8740.000000	-0.001763
8741.000000	-0.003052
8742.000000	-0.006756
8743.000000	-0.009493
8744.000000	-0.013198
8745.000000	-0.016418
8746.000000	-0.018673
8747.000000	-0.021089
8748.000000	-0.025759
8749.000000	-0.026886
8750.000000	-0.029785
8751.000000	-0.033167
8752.000000	-0.035744
8753.000000	-0.038804
8754.000000	-0.040092
8755.000000	-0.043313
8756.000000	-0.047017
8757.000000	-0.049594
8758.000000	-0.052976
8759.000000	-0.055714
8760.000000	-0.057807
8761.000000	-0.061189
8762.000000	-0.065055
8763.000000	-0.067309
8764.000000	-0.070208
8765.000000	-0.072785
8766.000000	-0.076328
8767.000000	-0.079549
8768.000000	-0.081803
8769.000000	-0.085347
8770.000000	-0.086796
8771.000000	-0.090017
8772.000000	-0.093560
8773.000000	-0.096459
8774.000000	-0.100002
8775.000000	-0.104189
8776.000000	-0.103384
8777.000000	-0.107410
8778.000000	-0.110631
8779.000000	-0.113852
8780.000000	-0.115945
8781.000000	-0.119005
8782.000000	-0.119650
8783.000000	-0.126897
8784.000000	-0.128829
8785.000000	-0.132050
8786.000000	-0.134788
8787.000000	-0.134949
8788.000000	-0.140425
8789.000000	-0.142035
8790.000000	-0.144934
8791.000000	-0.148155
8792.000000	-0.152503
8793.000000	-0.155080
8794.000000	-0.157334
8795.000000	-0.160394
8796.000000	-0.163937
8797.000000	-0.166353
8798.000000	-0.168608
8799.000000	-0.172956
8800.000000	-0.174889
8801.000000	-0.177626
8802.000000	-0.182297
8803.000000	-0.184873
8804.000000	-0.186806
8805.000000	-0.189383
8806.000000	-0.192604
8807.000000	-0.197596
8808.000000	-0.200012
8809.000000	-0.200978
8810.000000	-0.204199
8811.000000	-0.207903
8812.000000	-0.211285
8813.000000	-0.213218
8814.000000	-0.216922
8815.000000	-0.218210
8816.000000	-0.222881
8817.000000	-0.226907
8818.000000	-0.227229
8819.000000	-0.230611
8820.000000	-0.234154
8821.000000	-0.237536
8822.000000	-0.241079
8823.000000	-0.243334
8824.000000	-0.246232
8825.000000	-0.248487
8826.000000	-0.251869
8827.000000	-0.255412
8828.000000	-0.258150
8829.000000	-0.260082
8830.000000	-0.264109
8831.000000	-0.267652
8832.000000	-0.270228
8833.000000	-0.273771
8834.000000	-0.274093
8835.000000	-0.278925
8836.000000	-0.281341
8837.000000	-0.285206
8838.000000	-0.287460
8839.000000	-0.289393
8840.000000	-0.294224
8841.000000	-0.294707
8842.000000	-0.298734
8843.000000	-0.302277
8844.000000	-0.303887
8845.000000	-0.305981
8846.000000	-0.307430
8847.000000	-0.310490
8848.000000	-0.312906
8849.000000	-0.314033
8850.000000	-0.314838
8851.000000	-0.316288
8852.000000	-0.317254
8853.000000	-0.317254
8854.000000	-0.317254
8855.000000	-0.318381
8856.000000	-0.318220
8857.000000	-0.318703
8858.000000	-0.319187
8859.000000	-0.319348
8860.000000	-0.319509
8861.000000	-0.319026
8862.000000	-0.319348
8863.000000	-0.319670
8864.000000	-0.318865
8865.000000	-0.317898
8866.000000	-0.319026
8867.000000	-0.319187
8868.000000	-0.319026
8869.000000	-0.319348
8870.000000	-0.319187
8871.000000	-0.318865
8872.000000	-0.318220
8873.000000	-0.319026
8874.000000	-0.319026
8875.000000	-0.318703
8876.000000	-0.317898
8877.000000	-0.318703
8878.000000	-0.320153
8879.000000	-0.318220
8880.000000	-0.317576
8881.000000	-0.318059
8882.000000	2.318605
8883.000000	2.959899
8884.000000	3.076015
8885.000000	3.095019
8886.000000	3.133671
8887.000000	3.148648
8888.000000	3.148165
8889.000000	3.143173
8890.000000	3.101622
8891.000000	3.117405
8892.000000	3.112734
8893.000000	3.108547
8894.000000	3.103555
8895.000000	3.104199
8896.000000	3.090832
8897.000000	3.076176
8898.000000	3.062970
8899.000000	3.067158
8900.000000	3.055079
8901.000000	3.056367
8902.000000	3.046382
8903.000000	3.041390
8904.000000	3.037203
8905.000000	3.035753
8906.000000	3.040585
8907.000000	3.021098
8908.000000	3.013367
8909.000000	3.008697
8910.000000	3.001450
8911.000000	2.995652
8912.000000	2.988244
8913.000000	2.980513
8914.000000	2.977454
8915.000000	2.973105
8916.000000	2.973266
8917.000000	2.958289
8918.000000	2.947660
8919.000000	2.941379
8920.000000	2.949270
8921.000000	2.934293
8922.000000	2.915450
8923.000000	2.926884
8924.000000	2.927529
8925.000000	2.918349
8926.000000	2.915450
8927.000000	2.909652
8928.000000	2.918671
8929.000000	2.908364
8930.000000	2.906270
8931.000000	2.901761
8932.000000	2.905304
8933.000000	2.896446
8934.000000	2.889038
8935.000000	2.884529
8936.000000	2.876154
8937.000000	2.879053
8938.000000	2.877604
8939.000000	2.861338
8940.000000	2.856989
8941.000000	2.854896
8942.000000	2.843300
8943.000000	2.838469
8944.000000	2.832993
8945.000000	2.833798
8946.000000	2.846199
8947.000000	2.851514
8948.000000	2.836375
8949.000000	2.830094
8950.000000	2.814312
8951.000000	2.818660
8952.000000	2.805615
8953.000000	2.806420
8954.000000	2.795630
8955.000000	2.794503
8956.000000	2.789671
8957.000000	2.784679
8958.000000	2.779203
8959.000000	2.754079
8960.000000	2.755046
8961.000000	2.766963
8962.000000	2.765192
8963.000000	2.760682
8964.000000	2.759233
8965.000000	2.757300
8966.000000	2.761166
8967.000000	2.759555
8968.000000	2.754885
8969.000000	2.745383
8970.000000	2.740068
8971.000000	2.744094
8972.000000	2.737653
8973.000000	2.726218
8974.000000	2.720904
8975.000000	2.718488
8976.000000	2.707214
8977.000000	2.707698
8978.000000	2.718005
8979.000000	2.722192
8980.000000	2.719293
8981.000000	2.712207
8982.000000	2.698679
8983.000000	2.682252
8984.000000	2.678709
8985.000000	2.681930
8986.000000	2.677259
8987.000000	2.678870
8988.000000	2.668724
8989.000000	2.666147
8990.000000	2.644406
8991.000000	2.634099
8992.000000	2.636192
8993.000000	2.655357
8994.000000	2.645533
8995.000000	2.652136
8996.000000	2.645855
8997.000000	2.645855
8998.000000	2.649076
8999.000000	2.641829
9000.000000	2.635548
9001.000000	2.628462
9002.000000	2.628301
9003.000000	2.619443
9004.000000	2.614773
9005.000000	2.610908
9006.000000	2.603660
9007.000000	2.599151
9008.000000	2.595930
9009.000000	2.602855
9010.000000	2.605754
9011.000000	2.606076
9012.000000	2.586428
9013.000000	2.582885
9014.000000	2.569035
9015.000000	2.571612
9016.000000	2.566297
9017.000000	2.561627
9018.000000	2.558889
9019.000000	2.560983
9020.000000	2.540046
9021.000000	2.524425
9022.000000	2.534571
9023.000000	2.541013
9024.000000	2.541335
9025.000000	2.537148
9026.000000	2.537148
9027.000000	2.532155
9028.000000	2.531350
9029.000000	2.530061
9030.000000	2.523620
9031.000000	2.515728
9032.000000	2.515567
9033.000000	2.511702
9034.000000	2.496241
9035.000000	2.498979
9036.000000	2.495436
9037.000000	2.492859
9038.000000	2.497691
9039.000000	2.494309
9040.000000	2.497369
9041.000000	2.483035
9042.000000	2.480137
9043.000000	2.466447
9044.000000	2.469185
9045.000000	2.459039
9046.000000	2.455496
9047.000000	2.455335
9048.000000	2.453242
9049.000000	2.429084
9050.000000	2.418294
9051.000000	2.434882
9052.000000	2.429245
9053.000000	2.429245
9054.000000	2.441163
9055.000000	2.431017
9056.000000	2.424253
9057.000000	2.427957
9058.000000	2.425219
9059.000000	2.417167
9060.000000	2.408309
9061.000000	2.410725
9062.000000	2.403639
9063.000000	2.390433
9064.000000	2.390272
9065.000000	2.390755
9066.000000	2.388339
9067.000000	2.387695
9068.000000	2.383669
9069.000000	2.388983
9070.000000	2.374489
9071.000000	2.366759
9072.000000	2.362572
9073.000000	2.361766
9074.000000	2.351781
9075.000000	2.349849
9076.000000	2.342763
9077.000000	2.350815
9078.000000	2.326980
9079.000000	2.313452
9080.000000	2.326175
9081.000000	2.318444
9082.000000	2.320699
9083.000000	2.327946
9084.000000	2.323115
9085.000000	2.315546
9086.000000	2.318283
9087.000000	2.312325
9088.000000	2.306044
9089.000000	2.299763
9090.000000	2.302823
9091.000000	2.287523
9092.000000	2.279793
9093.000000	2.281081
9094.000000	2.278344
9095.000000	2.279149
9096.000000	2.279149
9097.000000	2.273351
9098.000000	2.268520
9099.000000	2.262883
9100.000000	2.255958
9101.000000	2.250643
9102.000000	2.249033
9103.000000	2.240497
9104.000000	2.238082
9105.000000	2.237276
9106.000000	2.231318
9107.000000	2.214246
9108.000000	2.213280
9109.000000	2.211831
9110.000000	2.218595
9111.000000	2.224231
9112.000000	2.213924
9113.000000	2.213119
9114.000000	2.202973
9115.000000	2.197336
9116.000000	2.195887
9117.000000	2.186063
9118.000000	2.183970
9119.000000	2.173340
9120.000000	2.173985
9121.000000	2.169153
9122.000000	2.161423
9123.000000	2.166576
9124.000000	2.164805
9125.000000	2.162872
9126.000000	2.158363
9127.000000	2.151760
9128.000000	2.151921
9129.000000	2.146606
9130.000000	2.140326
9131.000000	2.132273
9132.000000	2.129213
9133.000000	2.120839
9134.000000	2.121161
9135.000000	2.109888
9136.000000	2.103124
9137.000000	2.095554
9138.000000	2.095393
9139.000000	2.106344
9140.000000	2.105539
9141.000000	2.094588
9142.000000	2.089112
9143.000000	2.088146
9144.000000	2.075101
9145.000000	2.080094
9146.000000	2.069465
9147.000000	2.070914
9148.000000	2.055131
9149.000000	2.055776
9150.000000	2.042892
9151.000000	2.043536
9152.000000	2.048045
9153.000000	2.043536
9154.000000	2.038221
9155.000000	2.033068
9156.000000	2.039188
9157.000000	2.033551
9158.000000	2.024532
9159.000000	2.021150
9160.000000	2.012615
9161.000000	2.010521
9162.000000	2.001502
9163.000000	1.994900
9164.000000	1.992967
9165.000000	1.986364
9166.000000	1.983304
9167.000000	1.987008
9168.000000	1.987652
9169.000000	1.980566
9170.000000	1.973480
9171.000000	1.972514
9172.000000	1.956248
9173.000000	1.956409
9174.000000	1.953349
9175.000000	1.949806
9176.000000	1.941271
9177.000000	1.935634
9178.000000	1.932735
9179.000000	1.916469
9180.000000	1.919851
9181.000000	1.923072
9182.000000	1.925971
9183.000000	1.908256
9184.000000	1.906484
9185.000000	1.909544
9186.000000	1.906162
9187.000000	1.898915
9188.000000	1.895050
9189.000000	1.889574
9190.000000	1.884099
9191.000000	1.878140
9192.000000	1.871537
9193.000000	1.868960
9194.000000	1.859136
9195.000000	1.851406
9196.000000	1.858814
9197.000000	1.862357
9198.000000	1.857043
9199.000000	1.846253
9200.000000	1.839166
9201.000000	1.827571
9202.000000	1.828859
9203.000000	1.820968
9204.000000	1.820163
9205.000000	1.817264
9206.000000	1.808729
9207.000000	1.798421
9208.000000	1.784410
9209.000000	1.790852
9210.000000	1.796811
9211.000000	1.793268
9212.000000	1.778935
9213.000000	1.778613
9214.000000	1.779740
9215.000000	1.773620
9216.000000	1.766856
9217.000000	1.765890
9218.000000	1.752845
9219.000000	1.751074
9220.000000	1.746081
9221.000000	1.738995
9222.000000	1.732875
9223.000000	1.727077
9224.000000	1.721441
9225.000000	1.725306
9226.000000	1.726272
9227.000000	1.714999
9228.000000	1.712744
9229.000000	1.708074
9230.000000	1.694707
9231.000000	1.691003
9232.000000	1.686332
9233.000000	1.681179
9234.000000	1.675542
9235.000000	1.670711
9236.000000	1.657666
9237.000000	1.652190
9238.000000	1.656378
9239.000000	1.656700
9240.000000	1.654123
9241.000000	1.643494
9242.000000	1.647037
9243.000000	1.638340
9244.000000	1.636730
9245.000000	1.630127
9246.000000	1.624007
9247.000000	1.613378
9248.000000	1.613539
9249.000000	1.605809
9250.000000	1.600816
9251.000000	1.593569
9252.000000	1.590831
9253.000000	1.589060
9254.000000	1.582618
9255.000000	1.585356
9256.000000	1.579558
9257.000000	1.573760
9258.000000	1.564742
9259.000000	1.554596
9260.000000	1.549120
9261.000000	1.549120
9262.000000	1.539457
9263.000000	1.532854
9264.000000	1.527379
9265.000000	1.517072
9266.000000	1.508536
9267.000000	1.511757
9268.000000	1.513206
9269.000000	1.512723
9270.000000	1.503866
9271.000000	1.501128
9272.000000	1.494042
9273.000000	1.495008
9274.000000	1.486473
9275.000000	1.479548
9276.000000	1.470851
9277.000000	1.471817
9278.000000	1.462638
9279.000000	1.453136
9280.000000	1.454585
9281.000000	1.449915
9282.000000	1.443312
9283.000000	1.440252
9284.000000	1.440735
9285.000000	1.431556
9286.000000	1.430428
9287.000000	1.423342
9288.000000	1.414162
9289.000000	1.407237
9290.000000	1.402728
9291.000000	1.401601
9292.000000	1.393870
9293.000000	1.385013
9294.000000	1.380665
9295.000000	1.373740
9296.000000	1.362627
9297.000000	1.364882
9298.000000	1.366653
9299.000000	1.366492
9300.000000	1.358118
9301.000000	1.355058
9302.000000	1.351193
9303.000000	1.338953
9304.000000	1.340403
9305.000000	1.327841
9306.000000	1.329129
9307.000000	1.319306
9308.000000	1.312864
9309.000000	1.311575
9310.000000	1.303201
9311.000000	1.299497
9312.000000	1.300785
9313.000000	1.297242
9314.000000	1.289673
9315.000000	1.286613
9316.000000	1.279366
9317.000000	1.275340
9318.000000	1.267287
9319.000000	1.264066
9320.000000	1.259718
9321.000000	1.250055
9322.000000	1.248606
9323.000000	1.240392
9324.000000	1.234756
9325.000000	1.224610
9326.000000	1.225415
9327.000000	1.231535
9328.000000	1.225898
9329.000000	1.219456
9330.000000	1.213820
9331.000000	1.210599
9332.000000	1.205767
9333.000000	1.196104
9334.000000	1.189179
9335.000000	1.187086
9336.000000	1.183382
9337.000000	1.180000
9338.000000	1.175329
9339.000000	1.170981
9340.000000	1.165989
9341.000000	1.163895
9342.000000	1.162285
9343.000000	1.157292
9344.000000	1.154715
9345.000000	1.144730
9346.000000	1.142476
9347.000000	1.138289
9348.000000	1.134907
9349.000000	1.128948
9350.000000	1.127337
9351.000000	1.116225
9352.000000	1.111394
9353.000000	1.108495
9354.000000	1.104147
9355.000000	1.095611
9356.000000	1.102375
9357.000000	1.104147
9358.000000	1.096899
9359.000000	1.093678
9360.000000	1.087720
9361.000000	1.080150
9362.000000	1.077252
9363.000000	1.068555
9364.000000	1.070166
9365.000000	1.064368
9366.000000	1.062757
9367.000000	1.057765
9368.000000	1.050840
9369.000000	1.049552
9370.000000	1.047458
9371.000000	1.047458
9372.000000	1.043915
9373.000000	1.042143
9374.000000	1.034735
9375.000000	1.034413
9376.000000	1.027649
9377.000000	1.029421
9378.000000	1.025072
9379.000000	1.020241
9380.000000	1.015087
9381.000000	1.009612
9382.000000	1.006069
9383.000000	1.004780
9384.000000	0.998016
9385.000000	0.997050
9386.000000	1.001237
9387.000000	1.000754
9388.000000	0.995279
9389.000000	0.994796
9390.000000	0.988837
9391.000000	0.981107
9392.000000	0.982073
9393.000000	0.975792
9394.000000	0.972732
9395.000000	0.972088
9396.000000	0.972571
9397.000000	0.969350
9398.000000	0.963713
9399.000000	0.964519
9400.000000	0.962103
9401.000000	0.961459
9402.000000	0.961620
9403.000000	0.959848
9404.000000	0.953245
9405.000000	0.952762
9406.000000	0.952118
9407.000000	0.951152
9408.000000	0.946803
9409.000000	0.945676
9410.000000	0.940684
9411.000000	0.933759
9412.000000	0.935691
9413.000000	0.934725
9414.000000	0.929894
9415.000000	0.933114
9416.000000	0.935530
9417.000000	0.933759
9418.000000	0.930538
9419.000000	0.929571
9420.000000	0.925545
9421.000000	0.923130
9422.000000	0.925867
9423.000000	0.918781
9424.000000	0.917171
9425.000000	0.918942
9426.000000	0.914755
9427.000000	0.909118
9428.000000	0.912017
9429.000000	0.911695
9430.000000	0.911856
9431.000000	0.911534
9432.000000	0.911695
9433.000000	0.910729
9434.000000	0.909602
9435.000000	0.907508
9436.000000	0.908474
9437.000000	0.907347
9438.000000	0.904287
9439.000000	0.903643
9440.000000	0.898811
9441.000000	0.896879
9442.000000	0.899617
9443.000000	0.895591
9444.000000	0.894624
9445.000000	0.893497
9446.000000	0.897040
9447.000000	0.899295
9448.000000	0.898650
9449.000000	0.896879
9450.000000	0.892853
9451.000000	0.889793
9452.000000	0.893980
9453.000000	0.891403
9454.000000	0.887538
9455.000000	0.886733
9456.000000	0.888182
9457.000000	0.884639
9458.000000	0.885122
9459.000000	0.888988
9460.000000	0.888665
9461.000000	0.893014
9462.000000	0.891403
9463.000000	0.891242
9464.000000	0.885928
9465.000000	0.884478
9466.000000	0.887055
9467.000000	0.888504
9468.000000	0.887055
9469.000000	0.883995
9470.000000	0.885122
9471.000000	0.880130
9472.000000	0.884639
9473.000000	0.881902
9474.000000	0.879486
9475.000000	0.878197
9476.000000	0.886894
9477.000000	0.884800
9478.000000	0.884961
9479.000000	0.885928
9480.000000	0.884317
9481.000000	0.881579
9482.000000	0.885122
9483.000000	0.879808
9484.000000	0.879808
9485.000000	0.877553
9486.000000	0.875460
9487.000000	0.876426
9488.000000	0.872883
9489.000000	0.877231
9490.000000	0.877070
9491.000000	0.880291
9492.000000	0.879486
9493.000000	0.881257
9494.000000	0.882546
9495.000000	0.875621
9496.000000	0.879486
9497.000000	0.878520
9498.000000	0.878681
9499.000000	0.878358
9500.000000	0.875138
9501.000000	0.872722
9502.000000	0.875138
9503.000000	0.876909
9504.000000	0.874654
9505.000000	0.877714
9506.000000	0.877392
9507.000000	0.879647
9508.000000	0.876909
9509.000000	0.876587
9510.000000	0.879003
9511.000000	0.875621
9512.000000	0.879647
9513.000000	0.874815
9514.000000	0.875138
9515.000000	0.868213
9516.000000	0.869340
9517.000000	0.869179
9518.000000	0.870145
9519.000000	0.869340
9520.000000	0.868374
9521.000000	0.872883
9522.000000	0.874332
9523.000000	0.874010
9524.000000	0.871917
9525.000000	0.866924
9526.000000	0.871594
9527.000000	0.870628
9528.000000	0.870628
9529.000000	0.866441
9530.000000	0.866602
9531.000000	0.865636
9532.000000	0.863703
9533.000000	0.868374
9534.000000	0.866602
9535.000000	0.865797
9536.000000	0.865958
9537.000000	0.866280
9538.000000	0.867246
9539.000000	0.865958
9540.000000	0.865153
9541.000000	0.863703
9542.000000	0.864669
9543.000000	0.862576
9544.000000	0.860321
9545.000000	0.857905
9546.000000	0.855812
9547.000000	0.856134
9548.000000	0.855490
9549.000000	0.853557
9550.000000	0.853879
9551.000000	0.854362
9552.000000	0.858872
9553.000000	0.859033
9554.000000	0.858228
9555.000000	0.854685
9556.000000	0.853074
9557.000000	0.850819
9558.000000	0.851786
9559.000000	0.850014
9560.000000	0.847921
9561.000000	0.848887
9562.000000	0.844861
9563.000000	0.843250
9564.000000	0.843894
9565.000000	0.843894
9566.000000	0.844539
9567.000000	0.845022
9568.000000	0.845183
9569.000000	0.843894
9570.000000	0.840996
9571.000000	0.842284
9572.000000	0.840996
9573.000000	0.840512
9574.000000	0.841157
9575.000000	0.834715
9576.000000	0.833587
9577.000000	0.830527
9578.000000	0.830044
9579.000000	0.828112
9580.000000	0.828112
9581.000000	0.825374
9582.000000	0.832621
9583.000000	0.832460
9584.000000	0.829239
9585.000000	0.828112
9586.000000	0.823925
9587.000000	0.823925
9588.000000	0.823925
9589.000000	0.819898
9590.000000	0.819415
9591.000000	0.814262
9592.000000	0.815228
9593.000000	0.811041
9594.000000	0.813295
9595.000000	0.813457
9596.000000	0.812329
9597.000000	0.811685
9598.000000	0.810880
9599.000000	0.808464
9600.000000	0.809591
9601.000000	0.805565
9602.000000	0.805887
9603.000000	0.803472
9604.000000	0.802988
9605.000000	0.799606
9606.000000	0.797352
9607.000000	0.794453
9608.000000	0.792520
9609.000000	0.790105
9610.000000	0.788816
9611.000000	0.788333
9612.000000	0.790749
9613.000000	0.789138
9614.000000	0.791715
9615.000000	0.788494
9616.000000	0.784790
9617.000000	0.784146
9618.000000	0.781730
9619.000000	0.780764
9620.000000	0.776094
9621.000000	0.774966
9622.000000	0.772712
9623.000000	0.771262
9624.000000	0.770457
9625.000000	0.769652
9626.000000	0.767397
9627.000000	0.765948
9628.000000	0.765948
9629.000000	0.766270
9630.000000	0.766109
9631.000000	0.760472
9632.000000	0.760472
9633.000000	0.756768
9634.000000	0.755480
9635.000000	0.754030
9636.000000	0.751775
9637.000000	0.747749
9638.000000	0.746300
9639.000000	0.742918
9640.000000	0.741791
9641.000000	0.741468
9642.000000	0.739214
9643.000000	0.738731
9644.000000	0.737925
9645.000000	0.736959
9646.000000	0.734060
9647.000000	0.733577
9648.000000	0.731000
9649.000000	0.729712
9650.000000	0.725525
9651.000000	0.722626
9652.000000	0.721821
9653.000000	0.719566
9654.000000	0.718117
9655.000000	0.714896
9656.000000	0.713607
9657.000000	0.711836
9658.000000	0.710709
9659.000000	0.709098
9660.000000	0.708776
9661.000000	0.707165
9662.000000	0.705877
9663.000000	0.703783
9664.000000	0.700079
9665.000000	0.697181
9666.000000	0.695248
9667.000000	0.694443
9668.000000	0.692832
9669.000000	0.688323
9670.000000	0.683492
9671.000000	0.682525
9672.000000	0.682847
9673.000000	0.678660
9674.000000	0.679304
9675.000000	0.677533
9676.000000	0.675922
9677.000000	0.676567
9678.000000	0.672379
9679.000000	0.671252
9680.000000	0.668031
9681.000000	0.665615
9682.000000	0.663361
9683.000000	0.658851
9684.000000	0.656275
9685.000000	0.652893
9686.000000	0.653215
9687.000000	0.651443
9688.000000	0.649189
9689.000000	0.645807
9690.000000	0.647417
9691.000000	0.646934
9692.000000	0.642264
9693.000000	0.639365
9694.000000	0.636627
9695.000000	0.634694
9696.000000	0.634372
9697.000000	0.630185
9698.000000	0.627769
9699.000000	0.626481
9700.000000	0.624548
9701.000000	0.618912
9702.000000	0.619234
9703.000000	0.615691
9704.000000	0.615047
9705.000000	0.613597
9706.000000	0.612792
9707.000000	0.610537
9708.000000	0.607638
9709.000000	0.605223
9710.000000	0.602807
9711.000000	0.599908
9712.000000	0.597492
9713.000000	0.594755
9714.000000	0.591051
9715.000000	0.588474
9716.000000	0.584287
9717.000000	0.585253
9718.000000	0.581871
9719.000000	0.580421
9720.000000	0.578811
9721.000000	0.576073
9722.000000	0.574785
9723.000000	0.574463
9724.000000	0.571886
9725.000000	0.567216
9726.000000	0.566571
9727.000000	0.562384
9728.000000	0.562062
9729.000000	0.559646
9730.000000	0.555620
9731.000000	0.552399
9732.000000	0.549017
9733.000000	0.546118
9734.000000	0.544669
9735.000000	0.545635
9736.000000	0.541126
9737.000000	0.539355
9738.000000	0.540965
9739.000000	0.534845
9740.000000	0.533396
9741.000000	0.529853
9742.000000	0.527920
9743.000000	0.524860
9744.000000	0.522606
9745.000000	0.519385
9746.000000	0.516486
9747.000000	0.513748
9748.000000	0.510849
9749.000000	0.511654
9750.000000	0.506984
9751.000000	0.504085
9752.000000	0.502797
9753.000000	0.503763
9754.000000	0.499093
9755.000000	0.498126
9756.000000	0.494745
9757.000000	0.493456
9758.000000	0.487981
9759.000000	0.486853
9760.000000	0.483310
9761.000000	0.480733
9762.000000	0.478801
9763.000000	0.476063
9764.000000	0.471876
9765.000000	0.470426
9766.000000	0.467528
9767.000000	0.465917
9768.000000	0.465112
9769.000000	0.462213
9770.000000	0.459958
9771.000000	0.457221
9772.000000	0.455771
9773.000000	0.453516
9774.000000	0.449007
9775.000000	0.445464
9776.000000	0.444015
9777.000000	0.439505
9778.000000	0.437412
9779.000000	0.433708
9780.000000	0.431614
9781.000000	0.432258
9782.000000	0.427749
9783.000000	0.428393
9784.000000	0.425011
9785.000000	0.422918
9786.000000	0.418891
9787.000000	0.416154
9788.000000	0.414060
9789.000000	0.411966
9790.000000	0.408584
9791.000000	0.406008
9792.000000	0.404880
9793.000000	0.401015
9794.000000	0.398599
9795.000000	0.395056
9796.000000	0.392319
9797.000000	0.390869
9798.000000	0.388776
9799.000000	0.387165
9800.000000	0.382817
9801.000000	0.380723
9802.000000	0.377824
9803.000000	0.375731
9804.000000	0.373798
9805.000000	0.372510
9806.000000	0.368323
9807.000000	0.365424
9808.000000	0.361720
9809.000000	0.359143
9810.000000	0.354795
9811.000000	0.351413
9812.000000	0.350930
9813.000000	0.349319
9814.000000	0.346903
9815.000000	0.345132
9816.000000	0.342716
9817.000000	0.337885
9818.000000	0.335952
9819.000000	0.333214
9820.000000	0.332248
9821.000000	0.327417
9822.000000	0.326611
9823.000000	0.323552
9824.000000	0.320492
9825.000000	0.316466
9826.000000	0.314372
9827.000000	0.313245
9828.000000	0.308735
9829.000000	0.306320
9830.000000	0.305031
9831.000000	0.301649
9832.000000	0.299556
9833.000000	0.298428
9834.000000	0.295529
9835.000000	0.292147
9836.000000	0.288443
9837.000000	0.285706
9838.000000	0.283451
9839.000000	0.282001
9840.000000	0.276043
9841.000000	0.271694
9842.000000	0.270245
9843.000000	0.269279
9844.000000	0.266863
9845.000000	0.263320
9846.000000	0.261387
9847.000000	0.260582
9848.000000	0.257200
9849.000000	0.254301
9850.000000	0.250275
9851.000000	0.248504
9852.000000	0.246893
9853.000000	0.242223
9854.000000	0.240935
9855.000000	0.236586
9856.000000	0.231755
9857.000000	0.230950
9858.000000	0.227729
9859.000000	0.226440
9860.000000	0.223703
9861.000000	0.220965
9862.000000	0.218066
9863.000000	0.217422
9864.000000	0.212751
9865.000000	0.209369
9866.000000	0.207759
9867.000000	0.204377
9868.000000	0.202927
9869.000000	0.197291
